"Nr cytatu";Treść;Tłumaczenie;Autor;"Data dodania";Polubienia;"Kategoria 1";"Kategoria 2";"Kategoria 3"
314;"Aliena nobis, nostra plus aliis placent";"Cudze bardziej podoba się nam, nasze innym";"sentencja łacińska";"2020-09-24 08:31:19";0;"FILOZOFIA ŻYCIA";;
315;"Alii sementem faciunt, alii metunt";"Kto inny sieje, kto inny zbiera";"sentencja łacińska";"2020-09-24 08:31:40";0;"FILOZOFIA ŻYCIA";;
316;"Amantium irae amoris integratio";"Gniewy kochanków są spoiwem miłości, kłótnie kochanków umacniają ich miłość";"Publiusz Terencjusz Afer";"2020-09-24 08:31:57";0;"FILOZOFIA ŻYCIA";;
317;"Amare humanum est, humanum ignoscere est";"Rzeczą ludzką jest kochać, rzeczą ludzką jest przebaczać";"sentencja łacińska";"2020-09-24 08:32:15";0;"FILOZOFIA ŻYCIA";;
318;"Amicos res secundae parant, res adversae prabant";"Rzeczy pomyślne przyciągają przyjaciół, niepomyślne sprawdzają";"sentencja łacińska";"2020-09-24 08:32:34";0;"FILOZOFIA ŻYCIA";;
319;"Amicus certus in re incerta cernitur";"Przyjaciel pewny w rzeczy niepewnej jest dostrzegany";Ezop;"2020-09-24 08:32:54";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
320;"Amicus optima vitae possessio";"Przyjaciel to największy skarb w życiu";;"2020-09-24 08:33:16";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
321;"Amicum proba, probatum ama";"Przyjaciela próbuj, wypróbowanego kochaj";Platon;"2020-09-24 08:33:38";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
322;"Amicus verus rara avis est";"Prawdziwy przyjaciel jest rzadkim ptakiem";;"2020-09-24 08:33:56";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
323;"Amor caecus est";"Miłość jest ślepa";Teokryt;"2020-09-24 08:34:12";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
324;"Amor vincit omnia";"Miłość zwycięża wszystko";"sentencja łacińska";"2020-09-24 08:34:34";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
325;"Amore, more, ore, re iunguntur amicitiae";"Przyjaźń zawiązuje się z miłości, zwyczaju, wyglądu, czynu";"sentencja łacińska";"2020-09-24 08:34:51";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
326;"Aanima vilis";"Nędzna dusza; podła istota";"sentencja łacińska";"2020-09-24 08:35:08";0;"FILOZOFIA ŻYCIA";;
327;"Animus aeger semper errat";"Chory umysł zawsze błądzi";"sentencja łacińska";"2020-09-24 08:35:23";0;"FILOZOFIA ŻYCIA";;
328;"Ante pilos sapis";"Jajko chce być mądrzejsze od kury";"sentencja łacińska";"2020-09-24 08:35:56";0;"FILOZOFIA ŻYCIA";;
329;"Apage, Satanas";"Odejdź, Szatanie";;"2020-09-24 08:36:08";0;"FILOZOFIA ŻYCIA";;
330;"Arcus nimium tensus rumpitur";"Łuk zbytnio naciągnięty pęka";;"2020-09-24 08:36:24";0;"PSYCHOLOGIA ŻYCIA";;
331;"Ardua prima via est";"Pierwsza droga jest stroma";;"2020-09-24 08:36:36";0;"FILOZOFIA ŻYCIA";;
332;"Argumenta non numeranda, sed ponderanda sunt";"Dowody należy nie liczyć, a ważyć";Cyceron;"2020-09-24 08:36:56";0;"FILOZOFIA ŻYCIA";;
333;"Ars auro gemmisque prior";"Sztuka cenniejsza od złota i drogich kamieni";"sentencja łacińska";"2020-09-24 08:37:14";0;"FILOZOFIA KULTURY WYŻSZEJ";;
334;"Ars non habet osorem nisi ignorantem";"Sztuka nie ma wrogów oprócz ignorantów";"sentencja łacińska";"2020-09-24 08:37:33";0;"FILOZOFIA KULTURY WYŻSZEJ";;
335;"Artificem commendat opus";"Dzieło zachwala mistrza";"sentencja łacińska";"2020-09-24 08:37:50";0;"FILOZOFIA ŻYCIA";;
336;"Asinus asino pulcherrimus";"Osioł osłu najpiękniejszy";"sentencja łacińska";"2020-09-24 08:38:10";0;"FILOZOFIA ŻYCIA";;
337;"Asinus asinorum in saecula saeculorum";"Osioł nad osłami na wieki wieków";;"2020-09-24 08:38:32";0;"FILOZOFIA ŻYCIA";;
338;"Audaces fortuna iuvat";"Odważnych szczęście wspiera";Wergiliusz;"2020-09-24 08:38:49";0;"FILOZOFIA ŻYCIA";;
339;"Audi multa, dic pauca!";"Słuchaj dużo, mów mało!";"sentencja łacińska";"2020-09-24 08:39:05";0;"FILOZOFIA ŻYCIA";;
340;"Audi, vide, sile!";"Słuchaj, patrz, milcz!";;"2020-09-24 08:39:17";0;"FILOZOFIA ŻYCIA";;
341;"Audi, vide, tace, si vis vivere in pace";"Słuchaj, patrz, milcz, jeśli chcesz żyć w spokoju";"sentencja łacińska";"2020-09-24 08:41:47";0;"FILOZOFIA ŻYCIA";;
342;"Balnea, vina, venus corrumpunt corpora nostra, sed vitam feciunt balnea, vina, venus";"Kąpiele, wino i miłość niszczą nasze ciała, lecz to one sprawiają, że żyjemy!";Merope;"2020-09-25 07:40:48";0;"FILOZOFIA ŻYCIA";;
343;"Barba crescit, caput nescit";"Broda rośnie, rozumu nie przybywa";"sentencja łacińska";"2020-09-25 07:41:05";0;"FILOZOFIA ŻYCIA";;
344;"Beate vivere est honeste vivere";"Żyć szczęśliwie jest żyć uczciwie";Cyceron;"2020-09-25 07:41:22";0;"FILOZOFIA ŻYCIA";;
345;"Beatius est magis dare quam accipere";"Przyjemniej jest dawać niż przyjmować";;"2020-09-25 07:41:40";0;"FILOZOFIA ŻYCIA";;
346;"Bella res est morte sua mori";"Piękną rzeczą jest umrzeć swoją własną śmiercią";"Seneka Młodszy";"2020-09-25 07:42:44";0;"FILOZOFIA ŻYCIA";;
347;"Bellum nec timendum, nec provocandum";"Nie trzeba ani bać się wojny, ani jej prowokować";"Pliniusz Młodszy";"2020-09-25 07:44:58";0;"FILOZOFIA ŻYCIA";;
348;"Bene facit, qui ex aliorum erroribus sibi exemplum sumit";"Dobrze czyni ten, kto uczy się na cudzych błędach";"sentencja łacińska";"2020-09-25 07:45:44";0;"FILOZOFIA ŻYCIA";;
349;"Bene olet, qui nihil olet";"Dobrze pachnie, kto niczym nie pachnie";Cyceron;"2020-09-25 07:51:04";0;"FILOZOFIA ŻYCIA";;
350;"Bis dat, qui cito dat";"Dwa razy daje, kto szybko daje";"Publiusz Syrus";"2020-09-25 07:51:22";0;"FILOZOFIA ŻYCIA";;
351;"Bona mors est homini, vitae quae exstinguit mala";"Dobra dla człowieka jest śmierć, która gasi nieszczęścia życia";"Publiusz Syrus";"2020-09-25 07:51:41";0;"FILOZOFIA ŻYCIA";;
352;"Bona valetudo melior est quam maximae divitiae";"Dobry stan zdrowia jest lepszy niż największe bogactwo";"sentencja łacińska";"2020-09-25 07:51:58";0;"FILOZOFIA ŻYCIA";;
353;"Bonum est, quod omnes appetunt";"Dobro jest tym, czego wszyscy pragną";"sentencja łacińska";"2020-09-25 07:52:24";0;"FILOZOFIA ŻYCIA";;
354;"Calvitum non est vitium, sed prudentiae indicium";"Łysina to nie ułomność, lecz oznaka mądrości";"sentencja łacińska";"2020-09-25 07:52:49";0;"FILOZOFIA ŻYCIA";;
355;"Canis timidus vehementius latrat quam mordet";"Pies,  który się boi,  gwałtowniej ujada niż gryzie";"Kurcjusz Rufus";"2020-09-25 07:53:24";0;"FILOZOFIA ŻYCIA";;
356;"Carpe diem quam minimum credula postero";"Chwytaj dzień,  jak najmniej ufając przyszłości";Horacy;"2020-09-25 07:53:49";0;"FILOZOFIA ŻYCIA";;
357;"Cave me domine ab amico, ab inimico vero me ipse cavebo";"Strzeż mnie panie przed przyjaciółmi, z nieprzyjaciółmi sam dam sobie radę";;"2020-09-25 07:54:07";0;"FILOZOFIA ŻYCIA";;
358;"Cibi condimentum est fames";"Głód jest przyprawą dla każdego posiłku";Cyceron;"2020-09-25 07:54:20";0;"FILOZOFIA ŻYCIA";;
359;"Cinis et manes et fabula fies";"Popiołem i cieniem,  i wspomnieniem się staniesz";Persjusz;"2020-09-25 07:54:36";0;"FILOZOFIA ŻYCIA";;
360;"Clara pacta claros faciunt amicos";"Jasne układy tworzą wiernych przyjaciół";"sentencja łacińska";"2020-09-25 07:54:53";0;"FILOZOFIA ŻYCIA";;
361;"Cogitationum poenam nemo luit";"Nikt nie cierpiał za karę myślenia";"sentencja łacińska";"2020-09-25 07:55:10";0;"FILOZOFIA ŻYCIA";;
362;"Cognosce te ipsum";"Poznaj samego siebie";Sokrates;"2020-09-25 07:55:43";0;"FILOZOFIA ŻYCIA";;
363;"Comedamus et bibamus cras enim moriemur";"Jedzmy i pijmy,  wszak jutro pomrzemy";"sentencja łacińska";"2020-09-25 07:56:02";0;"FILOZOFIA ŻYCIA";;
364;"Concordia parvae res crescunt, dicordia maximae dilabuntur";"W zgodzie małe rzeczy wyrastają, w niezgodzie największe rzeczy rozpadają się";Salustiusz;"2020-09-25 07:56:25";0;"FILOZOFIA ŻYCIA";;
365;"Coniugium sine prole est quasi dies sine sole";"Małżeństwo bez dzieci jest jak dzień bez Słońca";"sentencja łacińska";"2020-09-25 07:56:47";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
366;"Conveniens homini est hominem servare voluptas";"Godną człowieka rozkoszą jest baczyć na drugiego człowieka";"sentencja łacińska";"2020-09-25 07:57:27";0;"FILOZOFIA ŻYCIA";;
367;"Cornix cornici numquam confodit ocellum";"Kruk krukowi oka nie wykole";"sentencja łacińska";"2020-09-25 07:57:43";0;"FILOZOFIA ŻYCIA";;
368;"Cuiusvis hominis est errare: nullius nisi insipientis, in errore perseverare";"Każdy człowiek może zbłądzić, uparcie trwać przy błędzie tylko głupi";"Seneka Młodszy";"2020-09-25 07:58:18";0;"FILOZOFIA ŻYCIA";;
369;"Cultus addit hominibus auctoritatem";"Kultura dodaje ludziom powagi";Kwintylian;"2020-09-25 07:58:38";0;"FILOZOFIA ŻYCIA";;
370;"Cum recte vivis, ne cures verba malorum";"Skoro uczciwie żyjesz,  nie dbaj o słowa złych ludzi";"Katon Młodszy";"2020-09-25 07:58:59";0;"FILOZOFIA ŻYCIA";;
371;"Cum tacent, clamant.";"Milcząc, krzyczą";Cyceron;"2020-09-25 07:59:14";0;"FILOZOFIA ŻYCIA";;
372;"Milcząc, krzyczą";"Prawem ludzi jest głupota";"sentencja łacińska";"2020-09-25 07:59:33";0;"FILOZOFIA ŻYCIA";;
373;"Dicere non est facere";"Mówić nie znaczy działać";"paremia prawnicza";"2020-09-25 08:00:01";0;"FILOZOFIA ŻYCIA";;
374;"Dictum sapienti sat (est)";"Mądrej głowie dość dwie słowie";"sentencja łacińska";"2020-09-25 08:00:21";0;"FILOZOFIA ŻYCIA";;
375;"Dimidium facti, qui bene coepit, habet, sapere aude, incipe";"Połowę pracy ma za sobą, kto dobrze zaczął, miej odwagę być mądrym, zacznij";Horacy;"2020-09-25 08:00:39";0;"FILOZOFIA ŻYCIA";;
376;"Disce, sed a doctis, indoctos ipse doceto";"Ucz się, lecz u uczonych, nieuczonych sam nauczaj";;"2020-09-25 08:01:02";0;"FILOZOFIA ŻYCIA";;
377;"Dixisse me aliquando placuit, tacuisse numquam";"Bywało niekiedy, że żałowałem tego, co powiedziałem, nigdy jednak tego, że milczałem";"sentencja łacińska";"2020-09-25 08:01:21";0;"FILOZOFIA ŻYCIA";;
378;"Docendo discimus";"Nauczając,  uczymy się";"sentencja łacińska";"2020-09-25 08:01:41";0;"FILOZOFIA ŻYCIA";;
379;"Dominus vitae necisque";"Pan życia i śmierci";;"2020-09-25 08:02:04";0;"FILOZOFIA ŻYCIA";;
380;"Donec eris sospes, multos numerabis amicos, tempora si fuernit nubila solus eris";"Dopóki będziesz szczęśliwy wielu przyjaciół wokół siebie zliczysz, Jeśli czasy będą chmurne, zostaniesz sam";Owidiusz;"2020-09-25 08:02:26";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
381;"Duae res homines ad maleficium impellunt: luxuria et avaritia";"Dwie rzeczy ludzi ku złu wiodą: zbytek i chciwość";"sentencja łacińska";"2020-09-25 08:02:47";0;"FILOZOFIA ŻYCIA";;
382;"Duas aures habemus et os unum, ut plura audiamus quam loquamur";"Mamy dwoje uszu i jedne usta,  abyśmy więcej słuchali niż mówili";"sentencja łacińska";"2020-09-25 08:03:05";0;"FILOZOFIA ŻYCIA";;
383;"Dulce et decorum est pro patria mori";"Słodko i zaszczytnie jest umrzeć za ojczyznę";;"2020-09-25 08:03:26";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
384;"Dum inter homines sumus, colamus humanitatem";"Póki jesteśmy wśród ludzi, bądźmy ludzcy";"Seneka Młodszy";"2020-09-25 08:03:42";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
385;"Dum spiro, spero";"Dopóki oddycham mam nadzieję";;"2020-09-25 08:03:59";0;"FILOZOFIA ŻYCIA";;
386;"Dum trahimus, dum inter homines sumus, colamus humanitatem";"Dopóki oddychamy,  dopóki jesteśmy wśród ludzi,  postępujmy po ludzku";"Seneka Młodszy";"2020-09-25 08:04:19";0;"FILOZOFIA ŻYCIA";;
387;"Dum vivimus, vivamus";"Dopóki żyjemy,  używajmy życia";;"2020-09-25 08:04:39";0;"FILOZOFIA UCZUĆ WYŻSZYCH";;
388;"Duo cum faciunt idem, non est idem";"Gdy dwóch robi to samo,  to nie jest to samo";"sentencja łacińska";"2020-09-25 08:04:55";0;"FILOZOFIA ŻYCIA";;
389;"Duobus litigantibus tertius gaudet";"Gdzie dwóch się kłóci, trzeci się cieszy";;"2020-09-25 08:05:13";0;"FILOZOFIA ŻYCIA";;
